site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-FR-S-0446	Woodward Nature Preserve	Nature Preserve			Active	City of Columbus	Columbus Recreation and Parks Department				1230 Fahlander Drive N, Columbus, OH 43229	34.417	Franklin	Columbus		40.0729621	-82.9828141	86GV32F8+52	Parking Lot; Wildlife Observation Area		https://columbusrecparks.com/parks/woodward-nature-preserve/	https://columbusrecparks.com/parks/woodward-nature-preserve/	
OH-FR-S-0447	Woodward Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					17.02	Franklin	Columbus		40.0729621	-82.9828141	86GV32F8+52	Athletic Field; Ball Diamond; Basketball Court; Community Center; Parking Lot; Picnic Shelter; Playground; Tennis Court		https://columbusrecparks.com/parks/woodward-park/	https://columbusrecparks.com/parks/woodward-park/	
OH-FR-S-0448	Worthington Hills Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					6.38	Franklin	Columbus		40.122394	-83.0332486	86GR4XC8+W2	Basketball Court; Picnic Shelter; Playground		https://columbusrecparks.com/parks/worthington-hills-park/	https://columbusrecparks.com/parks/worthington-hills-park/	
OH-FR-S-0449	Wrexham Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					3.06	Franklin	Columbus		39.9522388	-83.0538093	86FRXW2W+V2	Basketball Court; Playground		https://columbusrecparks.com/parks/wrexham-park/	https://columbusrecparks.com/parks/wrexham-park/	
OH-FR-S-0450	Yorkshire Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					13.59	Franklin	Columbus		39.9494389	-82.8539982	86FVW4XW+M2	Wildlife Observation Area		https://columbusrecparks.com/parks/yorkshire-parkland/	https://columbusrecparks.com/parks/yorkshire-parkland/	
OH-FR-S-0451	Alton Road Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					13.68	Franklin			39.9547672	-83.1683727	86FRXR3J+W2	Wildlife Observation Area		https://columbusrecparks.com/parks/alton-road-parkland/	https://columbusrecparks.com/parks/alton-road-parkland/	
OH-FR-S-0452	Scioto Shores Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					14.37	Franklin	Dublin		40.1169271	-83.1110234	86GR4V8Q+P2	Wildlife Observation Area		https://columbusrecparks.com/parks/scioto-shores-parkland/	https://columbusrecparks.com/parks/scioto-shores-parkland/	
FR-S-0453	Trabue Nature Preserve	Nature Preserve			Active	City of Columbus	Columbus Recreation and Parks Department					74.06	Franklin	Dublin		40.1113466	-83.1662609	86GR4R6M+F2	Parking Lot; Wildlife Observation Area		https://columbusrecparks.com/parks/trabue-nature-preserve/	https://columbusrecparks.com/parks/trabue-nature-preserve/	
OH-FR-S-0454	Woodlands Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.1	Franklin	Columbus		40.0531451	-83.0095043	86GR3X3R+62	Basketball Court; Community Center; Parking Lot; Picnic Shelter; Playground		https://columbusrecparks.com/parks/woodlands-park/	https://columbusrecparks.com/parks/woodlands-park/	
OH-FR-S-0455	Gertrude S. Lawrence Woods Nature Preserve	Nature Preserve				City of Columbus	Columbus Recreation and Parks Department				4748 Red Bank Rd, Galena, OH 43021 (near Hoover Reservoir)	29.18	Franklin			40.176084	-82.860506	86GV54GQ+H2	Wildlife Observation Area	Columbus R&P management plan 2023; Gertrude S. Lawrence Woods Nature Preserve at 4856 Red Bank Rd	https://columbusrecparks.com/parks/gertrude-s-lawrence-woods-nature-preserve/	https://columbusrecparks.com/parks/gertrude-s-lawrence-woods-nature-preserve/;https://columbusrecparks.com/facilities/nature-preserves/;https://columbusrecparks.com/wp-content/uploads/2025/02/ColumbusNaturePreserves_Spreads_compressed.pdf	
OH-DEL-S-0456	Hoover Meadows Nature Preserve	Nature Preserve				City of Columbus	Columbus Recreation and Parks Department			paved path (per paved paths page)		39.86	Franklin			40.1130795	-82.8747218	86GV447G+62			https://columbusrecparks.com/parks/hoover-meadows-nature-preserve/	https://columbusrecparks.com/parks/hoover-meadows-nature-preserve/;https://columbusrecparks.com/facilities/nature-preserves/;https://columbusrecparks.com/wp-content/uploads/2025/02/ColumbusNaturePreserves_Spreads_compressed.pdf	
OH-DEL-S-0457	Hoover Nature Preserve	Nature Preserve				City of Columbus	Columbus Recreation and Parks Department					39.86	Franklin			40.1130795	-82.8747218	86GV447G+62	Parking Lot; Pond; Wildlife Observation Area		https://columbusrecparks.com/parks/hoover-nature-preserve/	https://columbusrecparks.com/parks/hoover-nature-preserve/;https://columbusrecparks.com/facilities/nature-preserves/;https://columbusrecparks.com/wp-content/uploads/2025/02/ColumbusNaturePreserves_Spreads_compressed.pdf	
OH-FR-S-0458	Hoover Oxbow Nature Preserve	Nature Preserve				City of Columbus	Columbus Recreation and Parks Department					0.02	Franklin	Grove City		39.8878876	-83.0571453	86FRVWQV+22	Wildlife Observation Area		https://columbusrecparks.com/parks/hoover-oxbow-nature-preserve/	https://columbusrecparks.com/parks/hoover-oxbow-nature-preserve/;https://columbusrecparks.com/facilities/nature-preserves/;https://columbusrecparks.com/wp-content/uploads/2025/02/ColumbusNaturePreserves_Spreads_compressed.pdf	
OH-FR-S-0459	Mud Hen Marsh Nature Preserve	Nature Preserve				City of Columbus	Columbus Recreation and Parks Department					0.32	Franklin	Grove City		39.8986375	-83.0599696	86FRVWXR+C2	Parking Lot; Pond; Wildlife Observation Area		https://columbusrecparks.com/parks/mud-hen-marsh-nature-preserve/	https://columbusrecparks.com/parks/mud-hen-marsh-nature-preserve/;https://columbusrecparks.com/facilities/nature-preserves/;https://columbusrecparks.com/wp-content/uploads/2025/02/ColumbusNaturePreserves_Spreads_compressed.pdf	
OH-DEL-S-0460	O'Shaughnessy Nature Preserve	Nature Preserve				City of Columbus	Columbus Recreation and Parks Department					80.34	Delaware			40.171793	-83.1409405	86GR5VC5+P2	Boat Ramp; Parking Lot; Picnic Table Cluster; Pollinator Garden; Wildlife Observation Area	Geometry entirely in Delaware County per MORPC polygon analysis (southernmost vertex 40.1680°N; Franklin-Delaware county line ~40.165°N — no Franklin County overlap confirmed). Retain FR-S-0460 ID until Delaware County run; reassign DE- prefix at that time.	https://columbusrecparks.com/parks/oshaughnessy-nature-preserve/	https://columbusrecparks.com/parks/oshaughnessy-nature-preserve/;https://columbusrecparks.com/facilities/nature-preserves/;https://columbusrecparks.com/wp-content/uploads/2025/02/ColumbusNaturePreserves_Spreads_compressed.pdf	
OH-FR-S-0461	Dublin Community Pool South	Recreation Facility				City of Dublin	City of Dublin, Recreation Services Department			The pool provides swimming, water recreation, and aquatic programming for Dublin residents.	6363 Woerner-Temple Rd, Dublin, OH		Franklin			40.086261	-83.159957	86GR3RPR+C2	Parking Lot; Restrooms; Swimming Pool		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0462	Indian Run Falls Park	Park				City of Dublin	City of Dublin, Recreation Services Department			Paved and natural paths wind through the park, crossing bridges above the stream and descending to creek level. The park offers picnic shelters, viewing decks, and excellent wildlife habitat.	700 Shawan Falls Dr, Dublin, OH	9.38	Franklin	Dublin		40.1018111	-83.1186908	86GR4V2J+P2	Hiking Trail; Multi-use Trail; Picnic Shelter; Restrooms		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0463	Avery Park	Park				City of Dublin	City of Dublin, Recreation Services Department				7401 Avery Rd, Dublin, OH	84.24	Franklin	Dublin		40.1250244	-83.1605018	86GR4RGQ+52	Athletic Field; Ball Diamond; Basketball Court; Fishing Area; Multi-use Trail; Picnic Shelter; Playground; Restrooms; Tennis Court	Acquired in part through Ohio Land and Water Conservation Funds.	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0464	Amberleigh Community Park	Park				City of Dublin	City of Dublin, Recreation Services Department				4715 Vista Ridge Dr, Dublin, OH	23.12	Franklin	Dublin		40.1399415	-83.1210999	86GR4VQH+W2	Hiking Trail; Multi-use Trail; Picnic Shelter; Playground; Watercraft Access		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0465	"ML ""Red"" Trabue Nature Reserve"	Park				City of Dublin	City of Dublin, Recreation Services Department			M.L. 'Red' Trabue Nature Reserve is a 90-acre City of Dublin nature reserve named for Dublin naturalist, journalist, and TV host Red Trabue. The reserve features restored wetlands and vernal pools, stocked fishing ponds with boardwalk and observation decks, a tree arboretum, a sensory garden, wildflower and prairie grasslands, riparian wildlife corridors, and the historic Fleming log cabin. Biking and walking paths wind through the preserve.	6720 Post Rd, Dublin, OH	74.06294641	Franklin	Dublin		40.1113466	-83.1662609	86GR4R6M+F2	Fishing Area; Hiking Trail; Multi-use Trail	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 422. MORPC Sub_Type: C.	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0466	Emerald Fields	Park				City of Dublin	City of Dublin, Recreation Services Department				4040 Wyandotte Woods Blvd, Dublin, OH	33.8	Franklin			40.128924	-83.094382	86GR4WH4+C2	Meadow	City of Dublin official parks listing	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0467	Darree Fields	Park				City of Dublin	City of Dublin, Recreation Services Department			Nando's Dog Park, located within Darree Fields at 6259 Cosgray Road, offers off-leash areas for both small and large breed dogs.	6285 Cosgray Rd, Dublin, OH	152.38	Franklin	Dublin		40.0961866	-83.1954571	86GR3RW3+H2	Athletic Field; Ball Diamond; Dog Park; Playground		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0468	Sam & Eulalia Frantz Park	Park				City of Dublin	City of Dublin, Recreation Services Department				4995 Rings Rd, Dublin, OH	2.56	Franklin	Dublin		40.0849559	-83.123567	86GR3VMG+W2			https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0469	Earlington Park	Park				City of Dublin	City of Dublin, Recreation Services Department				5660 Dublinshire Dr, Dublin, OH	16.87	Franklin	Dublin		40.1243768	-83.1441277	86GR4VF4+M2	Swimming Pool		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0470	Scioto Park	Park				City of Dublin	City of Dublin, Recreation Services Department			The park connects to the Scioto Greenway trail system.	7377 Riverside Dr, Dublin, OH	7.19	Franklin	Columbus		39.9424701	-83.000687	86FRWXRX+W2	Hiking Trail; Watercraft Access		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0471	Thaddeus Kosciuszko Park	Park				City of Dublin	City of Dublin, Recreation Services Department				4444 Hard Rd, Dublin, OH	0.03	Franklin	Columbus		39.9624389	-83.0884832	86FRXW66+W2	Playground		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0472	Ballantrae Community Park	Park				City of Dublin	City of Dublin, Recreation Services Department				6350 Woerner-Temple Rd, Dublin, OH	24.87157181	Franklin	Dublin		40.0872016	-83.1616999	86GR3RPQ+V2	Fishing Area; Hiking Trail; Multi-use Trail; Spray Park	"Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 42. MORPC Sub_Type: C. GPS corrected original GPS 39.9896/−83.0187 was wrong (central Columbus). Corrected to MORPC centroid (40.0872/−83.1617). Municipality corrected Columbus→Dublin. Address 6350 Woerner-Temple Rd confirms Dublin location. NOTE: MORPC has a second ""Ballentree Community Park"" polygon — combined Dublin-managed acreage may be ~42 ac total. Second polygon not separately cataloged per project single-entity-per-park rule."	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0473	Scottish Corners Park	Park				City of Dublin	City of Dublin, Recreation Services Department				5950 Sells Mill Dr, Dublin, OH	6.65	Franklin	Dublin		40.1174076	-83.1502317	86GR4R8X+X2			https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
OH-FR-S-0474	Coffman Park	Park				City of Dublin	City of Dublin, Recreation Services Department			The park is the annual home of the Dublin Irish Festival and features an amphitheater, the Dublin Community Recreation Center (fitness center, pools, gymnasium, track), an historic 19th-century cabin, two playgrounds, multiple shelter houses, basketball and tennis courts, a winter ice rink, an escape park, and extensive public art throughout the grounds.	5200 Emerald Pkwy, Dublin, OH	98.2	Franklin	Dublin		40.105484	-83.1385642	86GR4V46+42	Athletic Field; Basketball Court; Multi-use Trail; Picnic Shelter; Playground; Restrooms; Swimming Pool; Tennis Court		https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3	https://services1.arcgis.com/NqY8dnPSEdMJhuRw/arcgis/rest/services/Dublin_Parks/FeatureServer/3;https://dublinohio.maps.arcgis.com/apps/Embed/index.html?webmap=4a2e26949a814a65bb96ee33d293f9e9;https://dublinohiousa.gov/recreation-services/parks/	
