Unit_Nm,EsmtHldr,d_Own_Name,d_Mang_Name,GAP_Sts,d_GAP_Sts,GIS_Acres,Pub_Access,d_Pub_Access,Des_Tp,d_Des_Tp,NCED_UID,Duration
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,115,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,102,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,170,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,439,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,141,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,398,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,55,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,54,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,127,XA,Closed,CONE,Conservation Easement,,TEMP
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,185,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,119,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Hardin, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,33,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Harrison, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,26,XA,Closed,CONE,Conservation Easement,,TEMP
"Wetlands Reserve Program (WRP), Hocking, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,7,XA,Closed,CONE,Conservation Easement,,TEMP
"Wetlands Reserve Program (WRP), Holmes, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,58,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Huron, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,37,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Huron, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,79,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Huron, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,60,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Jackson, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,72,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Jackson, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,118,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Jefferson, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,33,XA,Closed,CONE,Conservation Easement,,TEMP
"Wetlands Reserve Program (WRP), Jefferson, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,32,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Jefferson, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,88,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Knox, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,37,XA,Closed,CONE,Conservation Easement,,TEMP
"Wetlands Reserve Program (WRP), Knox, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,25,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Knox, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,43,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Knox, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,10,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,21,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,33,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,111,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,144,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,167,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,289,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,297,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,13,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,64,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,74,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,5,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,18,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,329,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,11,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,25,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,26,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,85,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,122,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,7,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,9,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,25,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,20,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,38,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Lake, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,7,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Licking, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,19,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Licking, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,67,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Licking, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,102,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,59,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,79,XA,Closed,CONE,Conservation Easement,,TEMP
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,51,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,44,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,30,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,65,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,69,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,101,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,123,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,139,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,854,XA,Closed,CONE,Conservation Easement,,TEMP
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,22,XA,Closed,CONE,Conservation Easement,,PERM
"Wetlands Reserve Program (WRP), Logan, OH",NRCS - Admin State OH,Private,Natural Resources Conservation Service,"2",2 - managed for biodiversity - disturbance events suppressed,33,XA,Closed,CONE,Conservation Easement,,PERM
